"","Nome","Classe","Codigo","Setor","Subsetor","VolNegAno","PatrLiquid","Nome_indice","Valor_indice","Ano"
"1379","Brasil","ON","BBAS3","Financeiro","Intermediários financeiros",157944,124568,"Preco_FCF",NA,"2020"
"1380","Brasil","ON","BBAS3","Financeiro","Intermediários financeiros",157944,124568,"Preco_FCF",NA,"2021"
"1381","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"PrecoLucro",-18.4,"2016"
"1382","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"PrecoLucro",11.8,"2017"
"1383","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"PrecoLucro",3.6,"2018"
"1384","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"PrecoLucro",10,"2019"
"1385","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"PrecoLucro",13.3,"2020"
"1386","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"PrecoLucro",5.7,"2021"
"1387","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"Preco_ValorPatrim",0.9,"2016"
"1388","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"Preco_ValorPatrim",1,"2017"
"1389","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"Preco_ValorPatrim",1,"2018"
"1390","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"Preco_ValorPatrim",1.1,"2019"
"1391","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"Preco_ValorPatrim",1.3,"2020"
"1392","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"Preco_ValorPatrim",1.1,"2021"
"1393","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"PrecoVendas",6.1,"2016"
"1394","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"PrecoVendas",2.3,"2017"
"1395","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"PrecoVendas",1.5,"2018"
"1396","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"PrecoVendas",1.8,"2019"
"1397","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"PrecoVendas",1.8,"2020"
"1398","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"PrecoVendas",1.4,"2021"
"1399","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"PrecoEBITDA",-28.1,"2016"
"1400","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"PrecoEBITDA",8.8,"2017"
"1401","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"PrecoEBITDA",2.8,"2018"
"1402","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"PrecoEBITDA",7.2,"2019"
"1403","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"PrecoEBITDA",5.6,"2020"
"1404","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"PrecoEBITDA",3.5,"2021"
"1405","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"Preco_FCF",-19.9,"2016"
"1406","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"Preco_FCF",-4.9,"2017"
"1407","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"Preco_FCF",-33.4,"2018"
"1408","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"Preco_FCF",23.6,"2019"
"1409","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"Preco_FCF",25.2,"2020"
"1410","Brasilagro","ON","AGRO3","Consumo não cíclico","Agropecuária",889,1148,"Preco_FCF",-99.4,"2021"
"1411","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"PrecoLucro",3.6,"2016"
"1412","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"PrecoLucro",NA,"2017"
"1413","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"PrecoLucro",NA,"2018"
"1414","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"PrecoLucro",NA,"2019"
"1415","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"PrecoLucro",NA,"2020"
"1416","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"PrecoLucro",12.2,"2021"
"1417","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"Preco_ValorPatrim",0.6,"2016"
"1418","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"Preco_ValorPatrim",NA,"2017"
"1419","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"Preco_ValorPatrim",NA,"2018"
"1420","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"Preco_ValorPatrim",NA,"2019"
"1421","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"Preco_ValorPatrim",NA,"2020"
"1422","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"Preco_ValorPatrim",2.8,"2021"
"1423","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"PrecoVendas",NA,"2016"
"1424","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"PrecoVendas",NA,"2017"
"1425","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"PrecoVendas",NA,"2018"
"1426","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"PrecoVendas",NA,"2019"
"1427","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"PrecoVendas",NA,"2020"
"1428","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"PrecoVendas",NA,"2021"
"1429","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"PrecoEBITDA",NA,"2016"
"1430","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"PrecoEBITDA",NA,"2017"
"1431","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"PrecoEBITDA",NA,"2018"
"1432","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"PrecoEBITDA",NA,"2019"
"1433","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"PrecoEBITDA",NA,"2020"
"1434","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"PrecoEBITDA",NA,"2021"
"1435","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"Preco_FCF",NA,"2016"
"1436","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"Preco_FCF",NA,"2017"
"1437","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"Preco_FCF",NA,"2018"
"1438","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"Preco_FCF",NA,"2019"
"1439","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"Preco_FCF",NA,"2020"
"1440","BRB Banco","PN","BSLI4","Financeiro","Intermediários financeiros",0,1978,"Preco_FCF",NA,"2021"
"1441","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"PrecoLucro",-104.1,"2016"
"1442","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"PrecoLucro",-26.1,"2017"
"1443","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"PrecoLucro",-4,"2018"
"1444","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"PrecoLucro",96,"2019"
"1445","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"PrecoLucro",12.9,"2020"
"1446","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"PrecoLucro",45.4,"2021"
"1447","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"Preco_ValorPatrim",3.3,"2016"
"1448","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"Preco_ValorPatrim",2.7,"2017"
"1449","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"Preco_ValorPatrim",2.6,"2018"
"1450","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"Preco_ValorPatrim",3.6,"2019"
"1451","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"Preco_ValorPatrim",2.1,"2020"
"1452","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"Preco_ValorPatrim",2.4,"2021"
"1453","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"PrecoVendas",1.1,"2016"
"1454","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"PrecoVendas",0.9,"2017"
"1455","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"PrecoVendas",0.6,"2018"
"1456","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"PrecoVendas",0.9,"2019"
"1457","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"PrecoVendas",0.5,"2020"
"1458","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"PrecoVendas",0.4,"2021"
"1459","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"PrecoEBITDA",11.3,"2016"
"1460","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"PrecoEBITDA",11.1,"2017"
"1461","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"PrecoEBITDA",11.5,"2018"
"1462","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"PrecoEBITDA",5.4,"2019"
"1463","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"PrecoEBITDA",3.4,"2020"
"1464","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"PrecoEBITDA",3.3,"2021"
"1465","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"Preco_FCF",-14.6,"2016"
"1466","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"Preco_FCF",-23.4,"2017"
"1467","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"Preco_FCF",-430.6,"2018"
"1468","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"Preco_FCF",12.7,"2019"
"1469","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"Preco_FCF",4,"2020"
"1470","BRF SA","ON","BRFS3","Consumo não cíclico","Alimentos processados",53429,8586,"Preco_FCF",7.9,"2021"
"1471","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"PrecoLucro",NA,"2016"
"1472","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"PrecoLucro",7.3,"2017"
"1473","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"PrecoLucro",8.8,"2018"
"1474","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"PrecoLucro",17.4,"2019"
"1475","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"PrecoLucro",21,"2020"
"1476","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"PrecoLucro",14.6,"2021"
"1477","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"Preco_ValorPatrim",NA,"2016"
"1478","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"Preco_ValorPatrim",0.9,"2017"
"1479","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"Preco_ValorPatrim",1.1,"2018"
"1480","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"Preco_ValorPatrim",3.1,"2019"
"1481","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"Preco_ValorPatrim",3.2,"2020"
"1482","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"Preco_ValorPatrim",1.8,"2021"
"1483","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"PrecoVendas",NA,"2016"
"1484","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"PrecoVendas",NA,"2017"
"1485","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"PrecoVendas",NA,"2018"
"1486","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"PrecoVendas",NA,"2019"
"1487","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"PrecoVendas",NA,"2020"
"1488","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"PrecoVendas",NA,"2021"
"1489","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"PrecoEBITDA",NA,"2016"
"1490","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"PrecoEBITDA",NA,"2017"
"1491","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"PrecoEBITDA",NA,"2018"
"1492","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"PrecoEBITDA",NA,"2019"
"1493","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"PrecoEBITDA",NA,"2020"
"1494","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"PrecoEBITDA",NA,"2021"
"1495","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"Preco_FCF",NA,"2016"
"1496","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"Preco_FCF",NA,"2017"
"1497","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"Preco_FCF",NA,"2018"
"1498","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"Preco_FCF",NA,"2019"
"1499","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"Preco_FCF",NA,"2020"
"1500","Btgp Banco","UNT","BPAC11","Financeiro","Intermediários financeiros",62304,26681,"Preco_FCF",NA,"2021"
"1501","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"PrecoLucro",NA,"2016"
"1502","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"PrecoLucro",NA,"2017"
"1503","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"PrecoLucro",NA,"2018"
"1504","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"PrecoLucro",13.7,"2019"
"1505","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"PrecoLucro",10.8,"2020"
"1506","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"PrecoLucro",14.7,"2021"
"1507","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"Preco_ValorPatrim",NA,"2016"
"1508","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"Preco_ValorPatrim",NA,"2017"
"1509","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"Preco_ValorPatrim",NA,"2018"
"1510","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"Preco_ValorPatrim",3.9,"2019"
"1511","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"Preco_ValorPatrim",2.5,"2020"
"1512","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"Preco_ValorPatrim",1.9,"2021"
"1513","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"PrecoVendas",NA,"2016"
"1514","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"PrecoVendas",NA,"2017"
"1515","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"PrecoVendas",NA,"2018"
"1516","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"PrecoVendas",1.3,"2019"
"1517","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"PrecoVendas",1.5,"2020"
"1518","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"PrecoVendas",1,"2021"
"1519","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"PrecoEBITDA",NA,"2016"
"1520","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"PrecoEBITDA",NA,"2017"
"1521","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"PrecoEBITDA",NA,"2018"
"1522","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"PrecoEBITDA",6.1,"2019"
"1523","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"PrecoEBITDA",10.9,"2020"
"1524","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"PrecoEBITDA",5.4,"2021"
"1525","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"Preco_FCF",NA,"2016"
"1526","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"Preco_FCF",NA,"2017"
"1527","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"Preco_FCF",NA,"2018"
"1528","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"Preco_FCF",-11.3,"2019"
"1529","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"Preco_FCF",20.1,"2020"
"1530","Cambuci","ON","CAMB3","Consumo cíclico","Tecidos vestuário e calçados",233,97,"Preco_FCF",-11.6,"2021"
"1531","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"PrecoLucro",NA,"2016"
"1532","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"PrecoLucro",NA,"2017"
"1533","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"PrecoLucro",8.4,"2018"
"1534","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"PrecoLucro",14.1,"2019"
"1535","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"PrecoLucro",8.9,"2020"
"1536","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"PrecoLucro",8.7,"2021"
"1537","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"Preco_ValorPatrim",NA,"2016"
"1538","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"Preco_ValorPatrim",1.8,"2017"
"1539","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"Preco_ValorPatrim",1.4,"2018"
"1540","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"Preco_ValorPatrim",1.6,"2019"
"1541","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"Preco_ValorPatrim",1.5,"2020"
"1542","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"Preco_ValorPatrim",1.4,"2021"
"1543","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"PrecoVendas",NA,"2016"
"1544","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"PrecoVendas",NA,"2017"
"1545","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"PrecoVendas",0.6,"2018"
"1546","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"PrecoVendas",0.7,"2019"
"1547","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"PrecoVendas",0.6,"2020"
"1548","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"PrecoVendas",0.5,"2021"
"1549","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"PrecoEBITDA",NA,"2016"
"1550","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"PrecoEBITDA",NA,"2017"
"1551","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"PrecoEBITDA",5.9,"2018"
"1552","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"PrecoEBITDA",8.6,"2019"
"1553","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"PrecoEBITDA",5.3,"2020"
"1554","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"PrecoEBITDA",4.9,"2021"
"1555","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"Preco_FCF",NA,"2016"
"1556","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"Preco_FCF",NA,"2017"
"1557","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"Preco_FCF",61,"2018"
"1558","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"Preco_FCF",-19.9,"2019"
"1559","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"Preco_FCF",11.6,"2020"
"1560","Camil","ON","CAML3","Consumo não cíclico","Alimentos processados",4491,2761,"Preco_FCF",8.5,"2021"
"1561","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"PrecoLucro",NA,"2016"
"1562","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"PrecoLucro",17.8,"2017"
"1563","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"PrecoLucro",21.6,"2018"
"1564","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"PrecoLucro",45.7,"2019"
"1565","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"PrecoLucro",14.4,"2020"
"1566","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"PrecoLucro",11.2,"2021"
"1567","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"Preco_ValorPatrim",NA,"2016"
"1568","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"Preco_ValorPatrim",2.5,"2017"
"1569","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"Preco_ValorPatrim",2.8,"2018"
"1570","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"Preco_ValorPatrim",3.4,"2019"
"1571","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"Preco_ValorPatrim",2.5,"2020"
"1572","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"Preco_ValorPatrim",2,"2021"
"1573","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"PrecoVendas",NA,"2016"
"1574","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"PrecoVendas",0.6,"2017"
"1575","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"PrecoVendas",0.7,"2018"
"1576","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"PrecoVendas",0.8,"2019"
"1577","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"PrecoVendas",0.5,"2020"
"1578","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"PrecoVendas",0.4,"2021"
"1579","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"PrecoEBITDA",NA,"2016"
"1580","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"PrecoEBITDA",7.5,"2017"
"1581","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"PrecoEBITDA",9.2,"2018"
"1582","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"PrecoEBITDA",12,"2019"
"1583","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"PrecoEBITDA",6.9,"2020"
"1584","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"PrecoEBITDA",5.5,"2021"
"1585","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"Preco_FCF",NA,"2016"
"1586","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"Preco_FCF",28.1,"2017"
"1587","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"Preco_FCF",25.7,"2018"
"1588","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"Preco_FCF",53.8,"2019"
"1589","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"Preco_FCF",54.2,"2020"
"1590","Carrefour BR","ON","CRFB3","Consumo não cíclico","Comércio e distribuição",28457,15709,"Preco_FCF",-20.9,"2021"
"1591","Casan","ON","CASN3","Utilidade pública","Água e saneamento",0,1324,"PrecoLucro",NA,"2016"
"1592","Casan","ON","CASN3","Utilidade pública","Água e saneamento",0,1324,"PrecoLucro",NA,"2017"
"1593","Casan","ON","CASN3","Utilidade pública","Água e saneamento",0,1324,"PrecoLucro",NA,"2018"
"1594","Casan","ON","CASN3","Utilidade pública","Água e saneamento",0,1324,"PrecoLucro",NA,"2019"
"1595","Casan","ON","CASN3","Utilidade pública","Água e saneamento",0,1324,"PrecoLucro",NA,"2020"
"1596","Casan","ON","CASN3","Utilidade pública","Água e saneamento",0,1324,"PrecoLucro",NA,"2021"
"1597","Casan","ON","CASN3","Utilidade pública","Água e saneamento",0,1324,"Preco_ValorPatrim",NA,"2016"
"1598","Casan","ON","CASN3","Utilidade pública","Água e saneamento",0,1324,"Preco_ValorPatrim",NA,"2017"
"1599","Casan","ON","CASN3","Utilidade pública","Água e saneamento",0,1324,"Preco_ValorPatrim",NA,"2018"
"1600","Casan","ON","CASN3","Utilidade pública","Água e saneamento",0,1324,"Preco_ValorPatrim",NA,"2019"
"1601","Casan","ON","CASN3","Utilidade pública","Água e saneamento",0,1324,"Preco_ValorPatrim",NA,"2020"
"1602","Casan","ON","CASN3","Utilidade pública","Água e saneamento",0,1324,"Preco_ValorPatrim",NA,"2021"
"1603","Casan","ON","CASN3","Utilidade pública","Água e saneamento",0,1324,"PrecoVendas",NA,"2016"
"1604","Casan","ON","CASN3","Utilidade pública","Água e saneamento",0,1324,"PrecoVendas",NA,"2017"
